source,topic,title,org,state,pi,activity,amount,fy,start,end,sbir_sttr,project_num,abstract
NIH RePORTER,claims data infrastructure,A Randomized Controlled Trial to Improve Health Insurance Literacy and Surveillance among Young Adult Cancer Survivors,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,"KIRCHHOFF, ANNE C",R01,672704,2023,2023-06-14T00:00:00,2028-05-31T00:00:00,False,1R01CA276825-01A1,"ABSTRACT The first year after cancer treatment ends is a critical time to establish survivorship care for young adult (YA) cancer survivors ages 26 to 39. Receipt of evidence-based survivorship care, including surveillance for cancer recurrence based on national guidelines, remain low among YA survivors. At the same time, YAs ages 26 to 39 have the highest rate of both uninsurance and underinsurance among US adults. Our team’s prior work demonstrated that YA cancer survivors report low understanding of their health insurance and the services it covers, which affects their ability to navigate care. Together, these issues can lead to significant access to care barriers and severe medical cost consequences for this population. This proposal addresses the urgent need to improve YA cancer survivors’ health insurance literacy and decrease financial toxicity, thus improving their ability to receive recommended survivorship care. Guided by Andersen and Aday’s Behavioral Model of Health Services Use, we developed and pilot-tested a 4-session virtual patient navigation intervention for YA cancer survivors that was adapted from a pilot program for childhood cancer survivors. Initial results support feasibility, acceptability, and preliminary efficacy of both of these pilot trials with YA survivors ages 26 to 39. We now propose a randomized controlled trial to test the efficacy of this program (“CHAT-S”) to improve health insurance literacy, financial toxicity due to medical costs, and p"
NIH RePORTER,claims data infrastructure,Medicare Advantage and the Financial Toxicity of Alzheimer's Disease and Related Dementias,UNIVERSITY OF COLORADO DENVER,CO,"NICHOLAS, LAUREN HERSCH",R01,669195,2026,2026-09-01T00:00:00,2031-05-31T00:00:00,False,1R01AG091586-01A1,"PROJECT SUMMARY Alzheimer’s Disease and Related Dementias (ADRD) impose unique financial burdens on patients and their families due to patients’ difficulties managing money and extensive health and social care needs over a prolonged duration. An estimated 12 million older Americans will have ADRD by 2050. The lack of treatments to prevent or reverse ADRD combined with brain changes that make patients susceptible to fraud and poor financial decision-making highlights the need to prevent monetary losses. Catastrophic financial losses like bankruptcy and foreclosure not only pose significant economic challenges but are independent risk factors for poor health outcomes. In work focused on Traditional Medicare (TM), we showed that impaired financial behavior begins almost a decade prior to clinical recognition of ADRD. However, Medicare Advantage (MA), the managed care alternative to TM has recently emerged as the dominant source of Medicare coverage. MA includes features that may help enrollees manage ADRD, such as greater flexibility to pay for home-based and social care services. Yet, MA networks can be difficult to navigate with cognitive impairment and there are growing concerns about benefit design choices leaving patients with greater expenses and exacerbating the financial challenges of ADRD. In addition, MA enrollees may have lower levels of financial literacy, which could further impact their financial presentation. Given that MA now enrolls more than 50% of the Medicare"
NIH RePORTER,claims data infrastructure,New approaches to safety monitoring of novel systemic treatments for atopic dermatitis in clinical practice and underrepresented populations,BRIGHAM AND WOMEN'S HOSPITAL,MA,"SCHNEEWEISS, SEBASTIAN G.",R01,656232,2023,2022-02-01T00:00:00,2026-12-31T00:00:00,False,5R01AR080194-02,"Summary: Severe treatment recalcitrant atopic dermatitis (AD) is a debilitating condition with substantial population impact. Dermatology has experienced the emergence of targeted immuno-modulating drugs (IMDs) that have unprecedented efficacy in treating AD. Their optimal use is still unknown because their safety remains insufficiently characterized. A range of serious side effects are conceivable based on the immunologic pathways although it is unlikely that they will all play out in clinical practice. Quantifying or refuting these adverse effects is critical for a clinical benefit-risk assessment and personalized treatment decisions. Existing trials have not answered these questions and are unlikely to address them in the near future. The resulting uncertainty has led to both overly restrictive but also aggressive prescribing of highly efficacious IMDs and this proposal aims to close this glaring knowledge gap. We propose a population-based prospective drug safety monitoring system leveraging existing data sources that shortens the time to insights and provides high validity findings through advanced causal inference methods. Analyses of longitudinal healthcare databases cover a source population of >78 million Americans and include commercially insured and Medicaid beneficiaries. New and urgently needed safety insights will reflect clinical practice, including populations typically excluded from RCTs, like children, women in reproductive age, patients with complex disease"
NIH RePORTER,claims data infrastructure,Access to and effectiveness of community-based rehabilitation after stroke,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"FREBURGER, JANET KUES",R01,653657,2023,2021-07-08T00:00:00,2026-06-30T00:00:00,False,5R01HD101493-03,"PROJECT SUMMARY/ABSTRACT The Comprehensive Post-Acute Stroke Services (COMPASS) Study, implemented across the stroke belt of North Carolina (NC), is a pragmatic trial of comprehensive transitional care for stroke. Forty hospitals were randomized to deliver the transitional care model (COMPASS-TC) or usual care. COMPASS-TC supports education, secondary prevention, rehabilitation and recovery following stroke. A key component of the model is the Movement Matters Activity Program. It is an evidence-based rehabilitation program to maximize survivor health, recovery, and function in the home and community. The COMPASS Study and its Vanguard site have collected data on over 11,000 NC patients hospitalized for stroke or transient ischemic attack (TIA) and discharged home. Baseline data provide rich information to control patient and clinical characteristics that may influence rehabilitation use (i.e., PT/OT visits) and patient outcomes. Two-day call and clinic visit data include information on social, behavioral, and functional determinants of health, in addition to clinical information. Ninety-day outcomes include several important patient-reported measures including the Stroke Impact Scale-16. Linkage of COMPASS data to NC administrative claims data provide valid information on rehabilitation use in the COMPASS sample. Together, the COMPASS Study and administrative claims data constitute a unique and robust data set on a large and diverse sample. Analyses of these data provide "
NIH RePORTER,claims data infrastructure,Identifying Cancer Recurrence with Novel Data Linkages with a Cancer Registry,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,"DOHERTY, JENNIFER ANNE",R01,648152,2025,2022-08-01T00:00:00,2027-07-31T00:00:00,False,5R01CA260891-04,"ABSTRACT For the estimated 17 million cancer survivors in the US today, fear of recurrence is a substantial source of stress and an issue that drives survivorship care. Understanding the scope of recurrence among cancer survivors can inform clinical practice, improve patient health, and allow for real-world assessment of treatment effectiveness. Population-level data on cancer recurrence are difficult to capture, and require evaluation of multiple data sources to accurately identify cancer recurrences. The Utah Cancer Registry (UCR), a SEER registry since 1973, is strongly positioned to identify recurrences in a population-based setting. The registry data are linked to the Utah Population Database (UPDB), which includes electronic medical records (EMR), statewide healthcare facility data (SHFD; inpatient, ambulatory surgery and emergency department), and claims data (All Payer Claims Database (APCD), Medicare). We propose to assess the utility of using data sources common across all state cancer registries and to investigate the added value of novel data linkages available at the Utah Cancer Registry. We also propose to extend and validate a recently-developed algorithm to identify individual level breast cancer recurrence to identify recurrence for other cancer types to estimate the population-level burden of recurrence. Our specific aims are as follows: 1) Determine the predictive performance to identify recurrence using data currently available to cancer registries for bre"
NIH RePORTER,claims data infrastructure,Identifying Cancer Recurrence with Novel Data Linkages with a Cancer Registry,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,"DOHERTY, JENNIFER ANNE",R01,648152,2026,2022-08-01T00:00:00,2027-07-31T00:00:00,False,5R01CA260891-05,"ABSTRACT For the estimated 17 million cancer survivors in the US today, fear of recurrence is a substantial source of stress and an issue that drives survivorship care. Understanding the scope of recurrence among cancer survivors can inform clinical practice, improve patient health, and allow for real-world assessment of treatment effectiveness. Population-level data on cancer recurrence are difficult to capture, and require evaluation of multiple data sources to accurately identify cancer recurrences. The Utah Cancer Registry (UCR), a SEER registry since 1973, is strongly positioned to identify recurrences in a population-based setting. The registry data are linked to the Utah Population Database (UPDB), which includes electronic medical records (EMR), statewide healthcare facility data (SHFD; inpatient, ambulatory surgery and emergency department), and claims data (All Payer Claims Database (APCD), Medicare). We propose to assess the utility of using data sources common across all state cancer registries and to investigate the added value of novel data linkages available at the Utah Cancer Registry. We also propose to extend and validate a recently-developed algorithm to identify individual level breast cancer recurrence to identify recurrence for other cancer types to estimate the population-level burden of recurrence. Our specific aims are as follows: 1) Determine the predictive performance to identify recurrence using data currently available to cancer registries for bre"
NIH RePORTER,claims data infrastructure,A Randomized Controlled Trial to Improve Health Insurance Literacy and Surveillance among Young Adult Cancer Survivors,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,"KIRCHHOFF, ANNE C",R01,646275,2026,2023-06-14T00:00:00,2028-05-31T00:00:00,False,5R01CA276825-04,"ABSTRACT The first year after cancer treatment ends is a critical time to establish survivorship care for young adult (YA) cancer survivors ages 26 to 39. Receipt of evidence-based survivorship care, including surveillance for cancer recurrence based on national guidelines, remain low among YA survivors. At the same time, YAs ages 26 to 39 have the highest rate of both uninsurance and underinsurance among US adults. Our team’s prior work demonstrated that YA cancer survivors report low understanding of their health insurance and the services it covers, which affects their ability to navigate care. Together, these issues can lead to significant access to care barriers and severe medical cost consequences for this population. This proposal addresses the urgent need to improve YA cancer survivors’ health insurance literacy and decrease financial toxicity, thus improving their ability to receive recommended survivorship care. Guided by Andersen and Aday’s Behavioral Model of Health Services Use, we developed and pilot-tested a 4-session virtual patient navigation intervention for YA cancer survivors that was adapted from a pilot program for childhood cancer survivors. Initial results support feasibility, acceptability, and preliminary efficacy of both of these pilot trials with YA survivors ages 26 to 39. We now propose a randomized controlled trial to test the efficacy of this program (“CHAT-S”) to improve health insurance literacy, financial toxicity due to medical costs, and p"
NIH RePORTER,claims data infrastructure,A Randomized Controlled Trial to Improve Health Insurance Literacy and Surveillance among Young Adult Cancer Survivors,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,"KIRCHHOFF, ANNE C",R01,645259,2025,2023-06-14T00:00:00,2028-05-31T00:00:00,False,5R01CA276825-03,"ABSTRACT The first year after cancer treatment ends is a critical time to establish survivorship care for young adult (YA) cancer survivors ages 26 to 39. Receipt of evidence-based survivorship care, including surveillance for cancer recurrence based on national guidelines, remain low among YA survivors. At the same time, YAs ages 26 to 39 have the highest rate of both uninsurance and underinsurance among US adults. Our team’s prior work demonstrated that YA cancer survivors report low understanding of their health insurance and the services it covers, which affects their ability to navigate care. Together, these issues can lead to significant access to care barriers and severe medical cost consequences for this population. This proposal addresses the urgent need to improve YA cancer survivors’ health insurance literacy and decrease financial toxicity, thus improving their ability to receive recommended survivorship care. Guided by Andersen and Aday’s Behavioral Model of Health Services Use, we developed and pilot-tested a 4-session virtual patient navigation intervention for YA cancer survivors that was adapted from a pilot program for childhood cancer survivors. Initial results support feasibility, acceptability, and preliminary efficacy of both of these pilot trials with YA survivors ages 26 to 39. We now propose a randomized controlled trial to test the efficacy of this program (“CHAT-S”) to improve health insurance literacy, financial toxicity due to medical costs, and p"
NIH RePORTER,claims data infrastructure,Core H: Religious Orders Study Core,RUSH UNIVERSITY MEDICAL CENTER,IL,"BENNETT, DAVID ALAN",P30,641298,2026,2021-09-01T00:00:00,2031-06-30T00:00:00,False,2P30AG072975-06,"ABSTRACT – RELIGIOUS ORDERS STUDY CORE The overall goal of the Religious Orders Study (ROS) Core is to continue to support high quality, cutting edge, research projects on the etiology, pathogenesis, diagnosis, treatment, and prevention of Alzheimer’s disease and related dementias (AD/ADRD). The ROS Core will support a wide range of research studies that address transitions from normality to mild cognitive impairment (MCI) to dementia, risk factors for these transitions, clinical-pathology and resilience, secular trends, work with Medicare claims data, disease mechanisms, precision medicine, and human cell modeling. The ROS Core was originally funded July 1, 1993. With more than 1550 participants and nearly 1000 autopsies, the ROS Core has been highly productive. Of the 496 publications since the ADRC was funded in 2021, 422 (86%) include ROS (of the 1628 publications since the Rush ADCC was first funded in 1991, 1308 (80%) include ROS Core data), many in collaboration with other Cores particularly the Npath Core. There are 401 ROS Core participants alive and active. Aim 1 will continue to conduct follow-up evaluations of older Catholic religious men and women clergy who are currently participating in the ROS Core; it will perform annual structured clinical evaluations and facilitate brain autopsies at 15 locations across the United States, in collaboration with the Data/Stat, Npath and Latino Cores, and the REC. Aim 2 will facilitate externally funded research that: a. Decon"
NIH RePORTER,claims data infrastructure,Universal HCV screening in pregnancy: Examining testing uptake and HCV care,WEILL MEDICAL COLL OF CORNELL UNIV,NY,"KAPADIA, SHASHI ",R01,640273,2026,2024-09-30T00:00:00,2029-07-31T00:00:00,False,5R01DA060499-03,"PROJECT ABSTRACT: Hepatitis C virus (HCV) during pregnancy predominantly affects people who inject drugs. The rates of perinatal HCV and maternal to child transmission are rising in concert with the current injection drug use crisis. Testing for HCV in the perinatal period has been inadequate, as has testing of infants born to mothers infected with HCV. To improve testing rates, several professional societies released guidance recommend universal HCV testing with each pregnancy in spring of 2020. However, screening recommendations are not universally followed, and may not be applied equitably across populations. Additionally, we do not know whether an increase in testing ultimately leads to the desired downstream outcomes of linkage to care, treatment, and identification of infants at risk for perinatal transmission. In this proposal, we will use national Medicaid and commercial claims data to examine HCV testing and treatment among pregnant and postpartum women and their infants. Specifically, we will 1) determine whether the testing guideline change was associated with increased HCV testing rates among pregnant women compared to non-pregnant reproductive age women; 2) determine whether the guideline change was associated with increased postpartum HCV linkage to care and treatment as well as other aspects of maternal care, and 3) determine whether the guidelines were associated with increases in appropriate HCV testing and diagnoses for infants born to HCV-infected mothers i"
NIH RePORTER,claims data infrastructure,Identifying Cancer Recurrence with Novel Data Linkages with a Cancer Registry,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,"HASHIBE, MIA ",R01,639749,2023,2022-08-01T00:00:00,2027-07-31T00:00:00,False,5R01CA260891-02,"ABSTRACT For the estimated 17 million cancer survivors in the US today, fear of recurrence is a substantial source of stress and an issue that drives survivorship care. Understanding the scope of recurrence among cancer survivors can inform clinical practice, improve patient health, and allow for real-world assessment of treatment effectiveness. Population-level data on cancer recurrence are difficult to capture, and require evaluation of multiple data sources to accurately identify cancer recurrences. The Utah Cancer Registry (UCR), a SEER registry since 1973, is strongly positioned to identify recurrences in a population-based setting. The registry data are linked to the Utah Population Database (UPDB), which includes electronic medical records (EMR), statewide healthcare facility data (SHFD; inpatient, ambulatory surgery and emergency department), and claims data (All Payer Claims Database (APCD), Medicare). We propose to assess the utility of using data sources common across all state cancer registries and to investigate the added value of novel data linkages available at the Utah Cancer Registry. We also propose to extend and validate a recently-developed algorithm to identify individual level breast cancer recurrence to identify recurrence for other cancer types to estimate the population-level burden of recurrence. Our specific aims are as follows: 1) Determine the predictive performance to identify recurrence using data currently available to cancer registries for bre"
NIH RePORTER,claims data infrastructure,New approaches to safety monitoring of novel systemic treatments for atopic dermatitis in clinical practice and underrepresented populations,BRIGHAM AND WOMEN'S HOSPITAL,MA,"SCHNEEWEISS, SEBASTIAN G.",R01,636546,2024,2022-02-01T00:00:00,2026-12-31T00:00:00,False,5R01AR080194-03,"Summary: Severe treatment recalcitrant atopic dermatitis (AD) is a debilitating condition with substantial population impact. Dermatology has experienced the emergence of targeted immuno-modulating drugs (IMDs) that have unprecedented efficacy in treating AD. Their optimal use is still unknown because their safety remains insufficiently characterized. A range of serious side effects are conceivable based on the immunologic pathways although it is unlikely that they will all play out in clinical practice. Quantifying or refuting these adverse effects is critical for a clinical benefit-risk assessment and personalized treatment decisions. Existing trials have not answered these questions and are unlikely to address them in the near future. The resulting uncertainty has led to both overly restrictive but also aggressive prescribing of highly efficacious IMDs and this proposal aims to close this glaring knowledge gap. We propose a population-based prospective drug safety monitoring system leveraging existing data sources that shortens the time to insights and provides high validity findings through advanced causal inference methods. Analyses of longitudinal healthcare databases cover a source population of >78 million Americans and include commercially insured and Medicaid beneficiaries. New and urgently needed safety insights will reflect clinical practice, including populations typically excluded from RCTs, like children, women in reproductive age, patients with complex disease"
NIH RePORTER,claims data infrastructure,Access to and effectiveness of community-based rehabilitation after stroke,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"FREBURGER, JANET KUES",R01,635620,2024,2021-07-08T00:00:00,2026-06-30T00:00:00,False,5R01HD101493-04,"PROJECT SUMMARY/ABSTRACT The Comprehensive Post-Acute Stroke Services (COMPASS) Study, implemented across the stroke belt of North Carolina (NC), is a pragmatic trial of comprehensive transitional care for stroke. Forty hospitals were randomized to deliver the transitional care model (COMPASS-TC) or usual care. COMPASS-TC supports education, secondary prevention, rehabilitation and recovery following stroke. A key component of the model is the Movement Matters Activity Program. It is an evidence-based rehabilitation program to maximize survivor health, recovery, and function in the home and community. The COMPASS Study and its Vanguard site have collected data on over 11,000 NC patients hospitalized for stroke or transient ischemic attack (TIA) and discharged home. Baseline data provide rich information to control patient and clinical characteristics that may influence rehabilitation use (i.e., PT/OT visits) and patient outcomes. Two-day call and clinic visit data include information on social, behavioral, and functional determinants of health, in addition to clinical information. Ninety-day outcomes include several important patient-reported measures including the Stroke Impact Scale-16. Linkage of COMPASS data to NC administrative claims data provide valid information on rehabilitation use in the COMPASS sample. Together, the COMPASS Study and administrative claims data constitute a unique and robust data set on a large and diverse sample. Analyses of these data provide "
NIH RePORTER,claims data infrastructure,Access to and effectiveness of community-based rehabilitation after stroke,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"FREBURGER, JANET KUES",R01,627589,2025,2021-07-08T00:00:00,2027-06-30T00:00:00,False,5R01HD101493-05,"PROJECT SUMMARY/ABSTRACT The Comprehensive Post-Acute Stroke Services (COMPASS) Study, implemented across the stroke belt of North Carolina (NC), is a pragmatic trial of comprehensive transitional care for stroke. Forty hospitals were randomized to deliver the transitional care model (COMPASS-TC) or usual care. COMPASS-TC supports education, secondary prevention, rehabilitation and recovery following stroke. A key component of the model is the Movement Matters Activity Program. It is an evidence-based rehabilitation program to maximize survivor health, recovery, and function in the home and community. The COMPASS Study and its Vanguard site have collected data on over 11,000 NC patients hospitalized for stroke or transient ischemic attack (TIA) and discharged home. Baseline data provide rich information to control patient and clinical characteristics that may influence rehabilitation use (i.e., PT/OT visits) and patient outcomes. Two-day call and clinic visit data include information on social, behavioral, and functional determinants of health, in addition to clinical information. Ninety-day outcomes include several important patient-reported measures including the Stroke Impact Scale-16. Linkage of COMPASS data to NC administrative claims data provide valid information on rehabilitation use in the COMPASS sample. Together, the COMPASS Study and administrative claims data constitute a unique and robust data set on a large and diverse sample. Analyses of these data provide "
NIH RePORTER,claims data infrastructure,Identifying Cancer Recurrence with Novel Data Linkages with a Cancer Registry,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,"DOHERTY, JENNIFER ANNE",R01,618197,2024,2022-08-01T00:00:00,2027-07-31T00:00:00,False,5R01CA260891-03,"ABSTRACT For the estimated 17 million cancer survivors in the US today, fear of recurrence is a substantial source of stress and an issue that drives survivorship care. Understanding the scope of recurrence among cancer survivors can inform clinical practice, improve patient health, and allow for real-world assessment of treatment effectiveness. Population-level data on cancer recurrence are difficult to capture, and require evaluation of multiple data sources to accurately identify cancer recurrences. The Utah Cancer Registry (UCR), a SEER registry since 1973, is strongly positioned to identify recurrences in a population-based setting. The registry data are linked to the Utah Population Database (UPDB), which includes electronic medical records (EMR), statewide healthcare facility data (SHFD; inpatient, ambulatory surgery and emergency department), and claims data (All Payer Claims Database (APCD), Medicare). We propose to assess the utility of using data sources common across all state cancer registries and to investigate the added value of novel data linkages available at the Utah Cancer Registry. We also propose to extend and validate a recently-developed algorithm to identify individual level breast cancer recurrence to identify recurrence for other cancer types to estimate the population-level burden of recurrence. Our specific aims are as follows: 1) Determine the predictive performance to identify recurrence using data currently available to cancer registries for bre"
NIH RePORTER,claims data infrastructure,New approaches to safety monitoring of novel systemic treatments for atopic dermatitis in clinical practice and underrepresented populations,BRIGHAM AND WOMEN'S HOSPITAL,MA,"SCHNEEWEISS, SEBASTIAN G.",R01,616690,2025,2022-02-01T00:00:00,2026-12-31T00:00:00,False,5R01AR080194-04,"Summary: Severe treatment recalcitrant atopic dermatitis (AD) is a debilitating condition with substantial population impact. Dermatology has experienced the emergence of targeted immuno-modulating drugs (IMDs) that have unprecedented efficacy in treating AD. Their optimal use is still unknown because their safety remains insufficiently characterized. A range of serious side effects are conceivable based on the immunologic pathways although it is unlikely that they will all play out in clinical practice. Quantifying or refuting these adverse effects is critical for a clinical benefit-risk assessment and personalized treatment decisions. Existing trials have not answered these questions and are unlikely to address them in the near future. The resulting uncertainty has led to both overly restrictive but also aggressive prescribing of highly efficacious IMDs and this proposal aims to close this glaring knowledge gap. We propose a population-based prospective drug safety monitoring system leveraging existing data sources that shortens the time to insights and provides high validity findings through advanced causal inference methods. Analyses of longitudinal healthcare databases cover a source population of >78 million Americans and include commercially insured and Medicaid beneficiaries. New and urgently needed safety insights will reflect clinical practice, including populations typically excluded from RCTs, like children, women in reproductive age, patients with complex disease"
NIH RePORTER,claims data infrastructure,A Randomized Controlled Trial to Improve Health Insurance Literacy and Surveillance among Young Adult Cancer Survivors,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,"KIRCHHOFF, ANNE C",R01,613806,2024,2023-06-14T00:00:00,2028-05-31T00:00:00,False,5R01CA276825-02,"ABSTRACT The first year after cancer treatment ends is a critical time to establish survivorship care for young adult (YA) cancer survivors ages 26 to 39. Receipt of evidence-based survivorship care, including surveillance for cancer recurrence based on national guidelines, remain low among YA survivors. At the same time, YAs ages 26 to 39 have the highest rate of both uninsurance and underinsurance among US adults. Our team’s prior work demonstrated that YA cancer survivors report low understanding of their health insurance and the services it covers, which affects their ability to navigate care. Together, these issues can lead to significant access to care barriers and severe medical cost consequences for this population. This proposal addresses the urgent need to improve YA cancer survivors’ health insurance literacy and decrease financial toxicity, thus improving their ability to receive recommended survivorship care. Guided by Andersen and Aday’s Behavioral Model of Health Services Use, we developed and pilot-tested a 4-session virtual patient navigation intervention for YA cancer survivors that was adapted from a pilot program for childhood cancer survivors. Initial results support feasibility, acceptability, and preliminary efficacy of both of these pilot trials with YA survivors ages 26 to 39. We now propose a randomized controlled trial to test the efficacy of this program (“CHAT-S”) to improve health insurance literacy, financial toxicity due to medical costs, and p"
NIH RePORTER,claims data infrastructure,New approaches to safety monitoring of novel systemic treatments for atopic dermatitis in clinical practice and underrepresented populations,BRIGHAM AND WOMEN'S HOSPITAL,MA,"SCHNEEWEISS, SEBASTIAN G.",R01,602476,2026,2022-02-01T00:00:00,2026-12-31T00:00:00,False,5R01AR080194-05,"Summary: Severe treatment recalcitrant atopic dermatitis (AD) is a debilitating condition with substantial population impact. Dermatology has experienced the emergence of targeted immuno-modulating drugs (IMDs) that have unprecedented efficacy in treating AD. Their optimal use is still unknown because their safety remains insufficiently characterized. A range of serious side effects are conceivable based on the immunologic pathways although it is unlikely that they will all play out in clinical practice. Quantifying or refuting these adverse effects is critical for a clinical benefit-risk assessment and personalized treatment decisions. Existing trials have not answered these questions and are unlikely to address them in the near future. The resulting uncertainty has led to both overly restrictive but also aggressive prescribing of highly efficacious IMDs and this proposal aims to close this glaring knowledge gap. We propose a population-based prospective drug safety monitoring system leveraging existing data sources that shortens the time to insights and provides high validity findings through advanced causal inference methods. Analyses of longitudinal healthcare databases cover a source population of >78 million Americans and include commercially insured and Medicaid beneficiaries. New and urgently needed safety insights will reflect clinical practice, including populations typically excluded from RCTs, like children, women in reproductive age, patients with complex disease"
NIH RePORTER,claims data infrastructure,Core B - CMS Data Core,NATIONAL BUREAU OF ECONOMIC RESEARCH,MA,"DOYLE, JOSEPH J",P01,592463,2025,1997-02-01T00:00:00,2029-08-31T00:00:00,False,5P01AG005842-36,"OTHER PROJECT INFORMATION – Project Summary/Abstract Core B: CMS Data Core The CMS Data Core acquires, manages, enhances, and makes available for researcher use a rich collection of claims data from the Centers for Medicare and Medicaid Services (CMS). The NBER’s existing CMS database consists of Medicare claims for all beneficiaries covered by traditional fee-for-service Medicare over the last 35 years. Incremental goals of this continuation are to add Medicare Advantage (MA) and Medicaid records, and to enhance the data to better support studies of Alzheimer’s Disease and Related Dementias (ADRD), and racial and ethnic disparities in health and healthcare. Working with Core C, we will incorporate in our CMS databases state-of-the-art measures of ADRD symptoms and diagnosis, stages of dementia, and cognitive impairment; state-of-the-art identifiers for patient and to some extent provider race and ethnicity; and likely spousal identification as potential caregivers. There are substantial interactions between Cores B and C, as the methodological implementation of existing algorithms and advances in ADRD and race/ethnicity measurement developed under Core C will be incorporated in our CMS database infrastructure under Core B. To accomplish these aims, we will draw on our extensive experience working with the underlying claims records, newly informed by additional Program Project collaborators with relevant expertise in ADRD patient care, ADRD and dementia- related measurement, "
NIH RePORTER,claims data infrastructure,NICHD STANDARDIZE GOVERNANCE METADATA FOR PEDIATRIC COVID-19 DATA LINKAGE ,MITRE CORPORATION,VA,"CHEN-HUNG, VIVIAN ",N02,567015,2023,2023-09-28T00:00:00,2024-11-27T00:00:00,False,75N94023F00171-0-0-1,"Centers for Medicare & Medicaid Services (CMS) Alliance to Modernize Healthcare Federally Funded Research and Development Center (Health FFRDC) Strategic Services in Support of Standardize Governance Metadata for Pediatric COVID-19 Data Linkage for the National Institutes of Health (NIH), Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD) The National Institutes of Health (NIH), a part of the U.S. Department of Health and Human Services (HHS), is the nation’s primary medical research agency, making important discoveries that improve health and saves lives. NIH is now one of the world’s foremost biomedical research agencies and serves as the focal point for biomedical research within the Federal Government. NIH began in 1887, and today, is comprised of 27 separate Institutes and Centers (ICs), most of which are located in Bethesda, Maryland. The NIH works toward that mission by: 1) conducting research in its own laboratories; 2) supporting non-Federal scientists at universities, teaching hospitals, and other academic institutions around the world; 3) sponsoring training programs for research investigators; and 4) fostering the communication of research-based health information. The Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD) is leading an effort to assess the usage of privacy preserving record linkage (PPRL) for pediatric patient-centered outcomes research, with a focus on pediatric COVID res"
NIH RePORTER,claims data infrastructure,Leveraging routinely collected health data to improve early identification of autism and co-occurring conditions,DUKE UNIVERSITY,NC,"GOLDSTEIN, BENJAMIN ALAN",P50,490520,2023,2017-09-07T00:00:00,2027-08-31T00:00:00,False,5P50HD093074-07,"ABSTRACT – Project 2 The overall goal of the Duke Autism Center of Excellence (ACE) is to use a translational digital health and computational approach to address the critical need for more effective autism screening tools, objective outcome measures, and brain-based biomarkers that can be used in clinical trials with young autistic children. This Project will develop and evaluate a novel digital health approach to autism screening. Universal autism screening is recommended for children at 18 months. This is typically achieved via a caregiver questionnaire. However, research has shown that a commonly used autism screening questionnaire has reduced accuracy when used in real-world settings, such as primary care. By leveraging health data related to early medical conditions collected as part of clinical care, Project 2 aims to develop an automatic, objective tool for autism prediction at 18 months that can be implemented in primary care settings. We will use routinely collected health data to develop a prediction model for autism and use the model to design a clinical decision support tool for providers that can be integrated into pediatric primary care and includes actionable guidance regarding referrals and linkage to services. We will first develop and validate a generalizable, off-the-shelf model to predict autism for use at 18 months of age using longitudinal claims data (Medicaid and Blue Cross Blue Shield) from a diverse sample of children across North Carolina with cont"
NIH RePORTER,claims data infrastructure,Health Effects Of Exposures In Agriculture,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,,"SANDLER, DALE P",ZIA,449205,2024,,,False,1ZIAES049030-28,"The Agricultural Health Study (AHS) enrolled more than 57,000 licensed private applicators (1993-1997; mostly farmers) in Iowa (IA) and North Carolina (NC), and 4900 commercial applicators from IA. Enrollment questionnaires asked about 50 specific pesticides, farm characteristics, and health conditions; 44% of private applicators completed a supplemental questionnaire on select pesticides and farm practices; 32,000 spouses provided data on pesticides, health, and children under age 21. In 1995-1996, NIEHS enrolled a sample of Black farmers (N=1181, 66% female) in central and eastern NC, where most Black AHS participants reside. The NIEHS leads AHS research on non-cancer outcomes, such as neurological conditions, respiratory outcomes, autoimmune disease, infections, and kidney disease. Health outcomes have been updated in follow-up surveys (1999-2003, 2005-2010, 2013-2015, 2019-2021). Questionnaires capture key covariates, pesticide use (through 2010), and farming status. In 1999-2003, about 40% of participants completed food frequency questionnaires and provided buccal cell DNA. Cancer incidence and causes of death are obtained through regular linkage of the cohort, including the Black farmer sample are linked to NC and IA cancer registries and vital statistics. Over 47,000 AHS participants were also linked to Medicare claims data (1999-2016) to identify outcomes not collected in surveys or in those lost to follow-up. AHS and Black Farmer study samples have also been linke"
